Rank	Organism	Nucleotides	Entries
666	Hydra oligactis	1283065890	476680
667	Cimex lectularius	1280653749	95608
668	Quercus lobata	1277045373	18656
669	Ascaris suum	1269453162	614408
670	Vigna unguiculata	1268570156	244125
671	Campylobacter coli	1267970979	39034
672	Silene latifolia	1267685895	426926
673	Burkholderia multivorans	1266933857	44781
674	Saccharum hybrid cultivar SP80-3280	1265379813	335072
675	Spirometra erinaceieuropaei	1264534656	490395
676	Nilaparvata lugens	1257035105	489835
677	Vigna angularis var. angularis	1256317666	47293
678	Strix occidentalis caurina	1255653250	8246
679	Pygocentrus nattereri	1252272804	325864
680	Australostichopus mollis	1252127463	3712660
681	Eleusine coracana subsp. coracana	1249423478	582859
682	Nannopterum auritus	1246142862	27677
683	Phalaenopsis equestris	1240784231	594832
684	Aspergillus flavus	1235734333	65989
685	Solanum tuberosum	1234676406	501385
686	Oryza barthii	1234477643	259664
687	Apteryx owenii	1231366966	5262
688	Eopsaltria australis	1229434977	21467
689	Ciconia boyciana	1229099559	50160
690	Apteryx rowi	1228967554	4205
691	Bacillus toyonensis	1226189638	40181
692	Ipomoea batatas	1222893393	503998
693	Apteryx haastii	1221532774	4296
694	Thamnophis sirtalis	1219362537	303326
695	Geum urbanum	1217067155	170080
696	Hirundo rustica rustica	1213926718	544
697	Urile pelagicus	1210692530	20987
698	Dromaius novaehollandiae	1210377044	15679
699	Spheniscus mendiculus	1209878212	1802
700	Casuarius casuarius	1209087106	3286
701	Vigna unguiculata subsp. unguiculata	1207118072	228419
702	Zea mays subsp. mexicana	1205539031	108345
703	Nannopterum harrisi	1203000822	2664
704	Bubo blakistoni	1194067533	46874
705	Grus japonensis	1194004979	44342
706	Paralichthys olivaceus	1191080337	68723
707	Nipponia nippon	1190724049	130146
708	Accipiter nisus	1190723838	45026
709	Cyanistes caeruleus	1187458531	30362
710	Charadrius vociferus	1186022993	79251
711	Struthio camelus australis	1184773220	79567
712	Ophionereis fasciata	1184554935	3968314
713	Sesamum indicum	1184031031	362848
714	Haematobia irritans	1183025760	120076
715	Aptenodytes forsteri	1182856549	83667
716	Uria lomvia	1179522652	9554
717	Acartia tonsa	1179215097	563615
718	Calidris pygmaea	1178411955	29830
719	Clonorchis sinensis	1173078793	123922
720	Setophaga coronata coronata	1172039709	154833
721	Pterocnemia pennata	1168403739	3151
722	Micropterus floridanus	1165062309	414472
723	Asparagus officinalis	1163249121	69568
724	Rhea americana	1160977725	2319
725	Haliaeetus leucocephalus	1159292574	31856
726	Egretta garzetta	1157889586	100804
727	Athene cunicularia	1157241711	715
728	Pelecanus crispus	1156722482	121585
729	Heliconius pardalinus sergestus	1155731032	721615
730	Gallirallus okinawae	1154427463	41631
731	Jatropha curcas	1151825637	501253
732	Lytechinus variegatus	1151774849	574724
733	Falco cherrug	1151744526	77121
734	Heliconius hecale	1149767675	1168253
735	Tauraco erythrolophus	1149491160	136309
736	Acidobacteria bacterium	1149173131	115059
737	Symphodus melops	1148649341	55704
738	Phaethon lepturus	1147152546	132140
739	Bregmaceros cantori	1144105973	258568
740	Cathartes aura	1143022330	218575
741	Opisthocomus hoazin	1142716163	111043
742	Olea europaea var. sylvestris	1141008227	41252
743	Carcinus maenas	1137886957	1168904
744	Lactobacillus plantarum	1137475795	41838
745	Anas platyrhynchos platyrhynchos	1136408800	21449
746	Fulmarus glacialis	1136038426	112941
747	Dendrocopos noguchii	1134578303	154744
748	Leptosomus discolor	1133191428	113238
749	Cicer reticulatum	1132132667	44596
750	Staphylococcus epidermidis	1131222829	64347
751	Phalacrocorax carbo	1131126721	164364
752	Meleagris gallopavo	1130180953	354788
753	Amazona aestiva	1129681114	3468
754	Haemophilus influenzae	1128467377	58688
755	Chatrabus melanurus	1128461714	238800
756	Amazona vittata	1128269975	295421
757	Cariama cristata	1128022723	112802
758	Podiceps cristatus	1127888192	152342
759	Phoenicopterus ruber ruber	1127812594	137490
760	Serinus canaria	1127437413	358595
761	Crotalus pyrrhus	1126834286	473451
762	Cuculus canorus	1126502519	72039
763	Picoides pubescens	1124217204	128059
764	Empidonax traillii	1123605037	7904
765	Balearica regulorum gibbericeps	1123513670	111853
766	Gavia stellata	1122892169	126806
767	Crypturellus cinnamomeus	1122047781	8086
768	Agapornis roseicollis	1121840496	52941
769	Dendrobium catenatum	1117968838	390835
770	Anser brachyrhynchus	1117029090	2797
771	Antrostomus carolinensis	1115288571	126801
772	Leptinotarsa decemlineata	1112681535	675687
773	Tyto alba	1112346079	173394
774	Pipra filicauda	1110970240	3750
775	Ficedula albicollis	1110575233	35405
776	Numida meleagris	1104655641	48780
777	Anser cygnoides	1102099625	66427
778	Foeniculum vulgare	1101675612	379600
779	Elaeis oleifera	1100492960	316651
780	Phalaenopsis aphrodite	1100238708	218567
781	Halisarca caerulea	1098870162	1181527
782	Trifolium pratense	1098395954	530965
783	Solanum melongena	1093624231	505643
784	Heliconius timareta timareta	1092341970	1325868
785	Scolopax mira	1091296698	40756
786	Enterobacter hormaechei	1089976935	30100
787	Patagioenas fasciata monilis	1089182979	9786
788	Callorhinchus milii	1088399894	240794
789	Melopsittacus undulatus	1086817725	71049
790	Hemignathus virens	1086563503	19731
791	Anser cygnoides domesticus	1083850604	91981
792	Eurypyga helias	1083793689	116818
793	Mesitornis unicolor	1083532081	119187
794	Phormia regina	1083176971	380241
795	Chlamydotis macqueenii	1083068174	116040
796	Lonchura striata domestica	1081067804	27986
797	Anabas testudineus	1079282610	23247
798	Abrothrix longipilis hirtus	1074203842	1005919
799	Chaetura pelagica	1074181115	84640
800	Klebsiella variicola	1073023968	31643
801	Ladona fulva	1072810248	46625
802	Colius striatus	1072191033	114673
803	Heliconius elevatus bari	1071566362	913603
804	Erythrura gouldiae	1071514280	20606
805	Gossypioides kirkii	1070910125	3122
806	Sporophila hypoxantha	1067887980	5274
807	Phylloscopus trochilus acredula	1066520242	5999
808	Syrmaticus mikado	1066438278	71297
809	Apaloderma vittatum	1066309077	105662
810	Heliconius pardalinus ssp. n. KMK-2015	1066142055	1190812
811	Pterocles gutturalis	1065738070	107166
812	Dugesia japonica	1061486858	929655
813	Gastrodia elata f. glauca	1060984162	3768
814	Cicer arietinum	1059903825	194405
815	Merops nubicus	1058550540	104166
816	Lepidothrix coronata	1057440051	23864
817	Bacillus anthracis	1054995736	14763
818	Eisenia fetida	1054493141	1664490
819	Sturnus vulgaris	1053249279	51270
820	Corvus brachyrhynchos	1051864079	89814
821	Acridotheres javanicus	1051596405	4329
822	Allium cepa	1049427506	1015375
823	Nestor notabilis	1049360440	93744
824	Buceros rhinoceros silvestris	1048801746	180806
825	Passer domesticus	1045891187	8312
826	Rhagoletis zephyria	1045350356	139733
827	Callipepla squamata	1045348667	34410
828	Prunus persica	1043269611	393502
829	Fagus sylvatica	1041538445	178621
830	Geospiza fortis	1041364533	95953
831	Echinococcus multilocularis	1040969820	583836
832	Mixornis gularis	1036147968	9599
833	Zosterops lateralis melanops	1036005831	2941
834	Fagopyrum tataricum	1033407687	10160
835	Bambusicola thoracicus	1032778418	164319
836	Acanthisitta chloris	1031315831	120664
837	Rhizophagus irregularis	1030784319	156796
838	Pseudopodoces humilis	1030170681	27261
839	Ageneiosus marmoratus	1030000983	16063
840	Melanogrammus aeglefinus	1027465527	132592
841	Hydroides elegans	1026205535	188727
842	Setaria italica	1025111839	199920
843	Tinamus guttatus	1024879138	142437
844	Opisthorchis viverrini	1024629159	121790
845	Dendroctonus ponderosae	1022250463	522853
846	Saxicola maurus maurus	1020368202	2821
847	Cryptotermes secundus	1018974693	55516
848	Phasianus colchicus	1018195230	40561
849	biofilm metagenome	1017810689	853935
850	Pristionchus pacificus	1016982846	1073222
851	Sericostoma sp. HW-2014	1015727762	561698
852	Hypophthalmichthys nobilis	1014081947	122498
853	Cyprinodon nevadensis pectoralis	1011865833	96518
854	Punica granatum	1011402472	142941
855	Rotylenchulus reniformis	1010969117	1053526
856	hydrothermal vent metagenome	1007892900	314466
857	Lolium perenne	1006944163	1415964
858	Ligia exotica	1006422566	1774953
859	Pagrus major	1006088058	1262321
860	Parus major	1005817074	30506
861	Phylloscopus trochiloides viridanus	1003390871	158656
862	Patiria miniata	1002634280	415192
863	Lagopus muta japonica	1002560168	62807
864	Esox lucius	1001779991	74930
865	Dermanyssus gallinae	1001340493	45424
866	Chrysolophus pictus	999149366	65773
867	Junco hyemalis	998435008	36864
868	Phylloscopus plumbeitarsus	997458607	308534
869	Monomorium pharaonis	994345490	373513
870	Orbicella faveolata	994239700	52941
871	Mizuhopecten yessoensis	994069871	92351
872	Lepisosteus oculatus	993990577	86795
873	Acanthochromis polyacanthus	991719331	30757
874	Acidobacteriaceae bacterium	988153749	71797
875	Oncopeltus fasciatus	986402748	205772
876	Tympanuchus cupido pinnatus	983996103	12636
877	Carnegiea gigantea	980502327	57447
878	Acidimicrobiaceae bacterium	979728460	57964
879	Nothoprocta perdicaria	978709982	13173
880	Phylloscopus trochiloides trochiloides	975916443	504257
881	Dicentrarchus labrax	972095248	286401
882	Notospermus geniculatus	970194265	107415
883	Drosophila simulans	969576036	524310
884	Human immunodeficiency virus 1	968677388	887748
885	Formica exsecta	963711873	454119
886	Cyclospora cayetanensis	962689830	36671
887	Ananas comosus	956862875	92000
888	Eudromia elegans	956268524	3996
889	Pterocarya stenoptera	955643426	124374
890	Brassica juncea var. tumida	955196637	9992
891	Heliconius timareta	951981401	909636
892	Channa punctata	950836906	352754
893	Patiriella regularis	949468518	3006621
894	Neisseria gonorrhoeae	948000901	61309
895	Neolamprologus brichardi	943101244	545784
896	Haemonchus contortus	940857352	142206
897	Maccullochella peelii	938506261	340076
898	Anopheles gambiae	933824663	384885
899	Labrus bergylta	932712396	95456
900	Paracentrotus lividus	931998187	1425530
901	Biomphalaria glabrata	928239078	464492
902	Burkholderia cepacia	927780909	13615
903	Phytophthora ramorum	926989293	113414
904	Mesobuthus martensii	925791303	92761
905	Panicum virgatum	924771540	1221088
906	Gammaproteobacteria bacterium	923193404	87096
907	Lymnaea stagnalis	919753070	457276
908	Vigna radiata var. radiata	918672901	5072
909	Juglans microcarpa	913996048	112605
910	Radix auricularia	909998455	5216
911	Amphiprion percula	909059191	497
912	Caenorhabditis elegans	907091590	461956
913	Eucalyptus grandis	906325036	372739
914	Schistosoma mansoni	904661625	312706
915	sponge metagenome	902651643	234511
916	Ciona intestinalis	902296171	1256369
917	Cyprinodon variegatus	902168289	119440
918	Phoenix dactylifera	892221013	294011
919	Betta splendens	891808450	12713
920	Diuraphis noxia	891097771	484107
921	Boleophthalmus pectinirostris	890856545	109856
922	Hermetia illucens	890719792	319549
923	Manihot esculenta	888836346	366273
924	Takifugu rubripes	888778612	419350
925	Pinctada imbricata	887002724	94784
926	Limosa lapponica baueri	886855365	139640
927	Salmonella enterica subsp. enterica serovar Newport	882927071	23726
928	Dactylis glomerata	882063292	1138476
929	Klebsiella aerogenes	881944923	21729
930	Stomoxys calcitrans	881571615	179239
931	Astatotilapia calliptera	881141337	1621
932	Amphiprion ocellaris	880969023	6914
933	Solanum commersonii	875197404	350691
934	Fraxinus excelsior	873717639	101877
935	Morone chrysops	873312694	267848
936	Gouania willdenowi	871890378	25
937	Avena sativa	867113298	771789
938	Centruroides sculpturatus	863150122	35638
939	Poecilia reticulata	862905458	317223
940	Lethenteron camtschaticum	861537216	189250
941	feces metagenome	858304876	563183
942	Branchiostoma floridae	857958724	659140
943	Datisca glomerata	857294942	177558
944	Solenopsis invicta	855624671	535873
945	Calephelis virginiensis	855081797	67159
946	Stenocereus thurberi	853717980	159953
947	Castanea mollissima	852654752	292348
948	Lampris guttatus	850125881	209723
949	Simochromis diagramma	848898116	897
950	Oryza rufipogon	848855993	236835
951	Amphilophus citrinellus	846494564	8630
952	Physcomitrella patens	845408500	565910
953	Bacillus wiedmannii	842403687	19042
954	Cucumis sativus	842163124	158207
955	Caligus rogercresseyi	841260200	628841
956	Morone saxatilis	840919957	237508
957	Trypanosoma cruzi	837034385	259074
958	Salmonella enterica subsp. enterica serovar Derby	835612784	8448
959	Tenualosa ilisha	835421335	147982
960	Syzygium luehmannii	835255567	866602
961	Salmonella enterica subsp. enterica serovar Weltevreden	835252936	14013
962	Chromis chromis	834591017	104924
963	Arabidopsis halleri subsp. gemmifera	832907112	630113
964	Coryphaenoides rupestris	829515768	48473
965	Fusarium oxysporum	829286465	52907
966	Gerris buenoi	826884161	136947
967	Ipomoea nil	826870614	139624
968	Aphaenogaster rudis	825205300	15229
969	Lucilia cuprina	825033789	43393
970	Clarias batrachus	824741891	14674
971	Anoplopoma fimbria	824110500	326275
972	Fragaria x ananassa	819328510	947301
973	Trichinella pseudospiralis	817463031	294177
974	Salmonella enterica subsp. enterica serovar Dublin	816762313	14552
975	Nematostella vectensis	812894361	708364
976	Lesueurigobius sanzi	810631868	130364
977	Calephelis nemesis	808524533	40359
978	Symbiodinium microadriaticum	808343920	9842
979	Channa argus	807565441	603876
980	Trifolium subterraneum	806961672	1034492
981	Ctenocephalides felis	806103560	36299
982	Gammarus pulex	805958018	1018068
983	Parastagonospora nodorum	800686564	56199
984	Heliconius ethilla	799534381	562903
985	Paramormyrops kingsleyae	799428241	4675
986	Pogonomyrmex californicus	799269887	311767
987	Cucumis melo	799231853	136751
988	Trichoplusia ni	798802089	111240
989	Gasterosteus aculeatus	798103148	310400
990	Lophocereus schottii	798049183	158715
991	Acipenser oxyrinchus	797857804	1077936
992	Salmonella enterica subsp. enterica serovar Heidelberg	796157383	16298
993	Anopheles stephensi	795233014	67555
994	Crassostrea virginica	794190799	149402
995	Varroa destructor	788683514	83137
996	activated carbon metagenome	783911762	139262
997	Apis mellifera	781876358	279559
998	Seriola dumerili	781593579	80031
999	Crassostrea gigas	779093311	371809
1000	Aphanomyces astaci	773612277	231341
1001	Ziziphus jujuba	771941975	69539
1002	Burkholderia stagnalis	771239304	12065
1003	Saccoglossus kowalevskii	768355805	338808
1004	Oplegnathus fasciatus	767648253	4916
1005	Seriola lalandi	767123019	8649
1006	Symbiodinium sp. clade A Y106	766659703	16176
1007	Arabis alpina	765570675	121749
1008	[no name:7690]	760654621	150862
1009	Enterobacter hormaechei subsp. xiangfangensis	758812874	15275
1010	Sitophilus oryzae	756738986	146010
1011	Staphylococcus aureus subsp. aureus	756036296	15962
1012	Cynara cardunculus var. scolymus	752827819	50258
1013	Leuciscus waleckii	752739776	5072
1014	Acanthaster planci	751143571	40166
1015	Lotus japonicus	750219605	348675
1016	Corchorus olitorius	750105097	117783
1017	Stegastes partitus	749864059	42333
1018	Sebastes rubrivinctus	749582965	136160
1019	Rhizophagus irregularis DAOM 197198w	746004084	115107
1020	Solanum habrochaites	745288779	70360
1021	Boehmeria nivea	742204117	199382
1022	Catharanthus roseus	741412113	255486
1023	Rosa multiflora	740309661	83304
1024	Ruellia speciosa	740045120	794303
1025	Amborella trichopoda	739845912	144241
1026	Actinidia eriantha	739053454	83932
1027	Persea americana	739021551	256054
1028	Enterobacter hormaechei subsp. steigerwaltii	735131602	16221
1029	Clostridium botulinum	734116394	32975
1030	Citrullus lanatus	733056763	52948
1031	Urochloa ruziziensis	732909031	103082
1032	Seriola lalandi dorsalis	732507261	99604
1033	Plodia interpunctella	732487238	41492
1034	Eumeta japonica	731851691	12729
1035	Hyposmocoma kahamanoa	731443317	2932
1036	Cinnamomum micranthum f. kanehirae	730659571	2307
1037	Thunnus albacares	729338622	41110
1038	Calycopis cecrops	728809401	60146
1039	Actinidia chinensis	727484240	170196
1040	Panicum hallii	726991901	256621
1041	Candidatus Thiodiazotropha endoloripes	722428895	2317228
1042	Citrus sinensis	721000952	293300
1043	Pseudomonas fluorescens	720681020	15990
1044	Myripristis jacobus	720464593	65025
1045	Sebastes norvegicus	717766715	75677
1046	Pangasianodon hypophthalmus	715981279	855
1047	Ixodes ricinus	715682122	493937
1048	Durio zibethinus	715578219	904
1049	Poecilia formosa	714546932	31409
1050	Rosa x damascena	711788428	307934
1051	Asymmetron lucayanum	711052809	478094
1052	Fusarium oxysporum f. sp. lycopersici	710582636	38028
1053	Myzus persicae	708898306	58581
1054	Parasudis fraserbrunneri	707987062	156389
1055	Acyrthosiphon pisum	706081156	477965
1056	Yersinia enterocolitica	705591599	22832
1057	soda lake metagenome	704625011	69425
1058	Symbiodinium sp. clade C Y103	703698624	6576
1059	Helicoverpa armigera	703064171	570708
1060	Uromyces transversalis	702313345	1659790
1061	Pundamilia nyererei	699447408	68828
1062	Acinetobacter pittii	699063736	27759
